date;class;focuses;uf
2023/03;Fogo em áreas de desmatamento recente;3;AMAZONAS
2023/03;Fogo em áreas de desmatamento recente;3;MARANHÃO
2023/03;Fogo em áreas de desmatamento recente;30;MATO GROSSO
2023/03;Fogo em áreas de desmatamento recente;13;PARÁ
2023/03;Fogo em áreas de desmatamento recente;7;RONDÔNIA
2023/03;Fogo em áreas de desmatamento recente;142;RORAIMA
2023/03;Fogo em áreas de vegetação nativa;1;AMAPÁ
2023/03;Fogo em áreas de vegetação nativa;5;AMAZONAS
2023/03;Fogo em áreas de vegetação nativa;15;MATO GROSSO
2023/03;Fogo em áreas de vegetação nativa;6;PARÁ
2023/03;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2023/03;Fogo em áreas de vegetação nativa;195;RORAIMA
2023/04;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2023/04;Fogo em áreas de desmatamento consolidado;17;AMAZONAS
2023/04;Fogo em áreas de desmatamento consolidado;8;MARANHÃO
2023/04;Fogo em áreas de desmatamento consolidado;357;MATO GROSSO
2023/04;Fogo em áreas de desmatamento consolidado;39;PARÁ
2023/04;Fogo em áreas de desmatamento consolidado;17;RONDÔNIA
2023/04;Fogo em áreas de desmatamento consolidado;76;RORAIMA
2023/04;Fogo em áreas de desmatamento consolidado;5;TOCANTINS
2023/04;Fogo em áreas de desmatamento recente;1;AMAZONAS
2023/04;Fogo em áreas de desmatamento recente;1;MARANHÃO
2023/04;Fogo em áreas de desmatamento recente;108;MATO GROSSO
2023/04;Fogo em áreas de desmatamento recente;15;PARÁ
2023/04;Fogo em áreas de desmatamento recente;4;RONDÔNIA
2023/04;Fogo em áreas de desmatamento recente;66;RORAIMA
2023/04;Fogo em áreas de vegetação nativa;2;AMAZONAS
2023/04;Fogo em áreas de vegetação nativa;8;MATO GROSSO
2023/04;Fogo em áreas de vegetação nativa;1;PARÁ
2023/04;Fogo em áreas de vegetação nativa;70;RORAIMA
2023/05;Fogo em áreas de desmatamento consolidado;5;ACRE
2023/05;Fogo em áreas de desmatamento consolidado;11;AMAZONAS
2023/05;Fogo em áreas de desmatamento consolidado;17;MARANHÃO
2023/05;Fogo em áreas de desmatamento consolidado;499;MATO GROSSO
2023/05;Fogo em áreas de desmatamento consolidado;139;PARÁ
2023/05;Fogo em áreas de desmatamento consolidado;32;RONDÔNIA
2023/05;Fogo em áreas de desmatamento consolidado;17;RORAIMA
2023/05;Fogo em áreas de desmatamento consolidado;5;TOCANTINS
2023/05;Fogo em áreas de desmatamento recente;3;ACRE
2023/05;Fogo em áreas de desmatamento recente;1;AMAPÁ
2023/05;Fogo em áreas de desmatamento recente;5;AMAZONAS
2023/05;Fogo em áreas de desmatamento recente;3;MARANHÃO
2023/05;Fogo em áreas de desmatamento recente;724;MATO GROSSO
2023/05;Fogo em áreas de desmatamento recente;24;PARÁ
2023/05;Fogo em áreas de desmatamento recente;12;RONDÔNIA
2023/05;Fogo em áreas de desmatamento recente;13;RORAIMA
2023/05;Fogo em áreas de vegetação nativa;4;AMAPÁ
2023/05;Fogo em áreas de vegetação nativa;14;AMAZONAS
2023/05;Fogo em áreas de vegetação nativa;70;MATO GROSSO
2023/05;Fogo em áreas de vegetação nativa;15;PARÁ
2023/05;Fogo em áreas de vegetação nativa;19;RORAIMA
2023/06;Fogo em áreas de desmatamento consolidado;18;ACRE
2023/06;Fogo em áreas de desmatamento consolidado;95;AMAZONAS
2023/06;Fogo em áreas de desmatamento consolidado;71;MARANHÃO
2023/06;Fogo em áreas de desmatamento consolidado;750;MATO GROSSO
2023/06;Fogo em áreas de desmatamento consolidado;475;PARÁ
2023/06;Fogo em áreas de desmatamento consolidado;41;RONDÔNIA
2023/06;Fogo em áreas de desmatamento consolidado;1;RORAIMA
2023/06;Fogo em áreas de desmatamento consolidado;17;TOCANTINS
2023/06;Fogo em áreas de desmatamento recente;12;ACRE
2023/06;Fogo em áreas de desmatamento recente;30;AMAZONAS
2023/06;Fogo em áreas de desmatamento recente;13;MARANHÃO
2023/06;Fogo em áreas de desmatamento recente;1037;MATO GROSSO
2023/06;Fogo em áreas de desmatamento recente;110;PARÁ
2023/06;Fogo em áreas de desmatamento recente;32;RONDÔNIA
2023/06;Fogo em áreas de desmatamento recente;2;RORAIMA
2023/06;Fogo em áreas de vegetação nativa;1;ACRE
2023/06;Fogo em áreas de vegetação nativa;88;AMAZONAS
2023/06;Fogo em áreas de vegetação nativa;1;MARANHÃO
2023/06;Fogo em áreas de vegetação nativa;167;MATO GROSSO
2023/06;Fogo em áreas de vegetação nativa;24;PARÁ
2023/06;Fogo em áreas de vegetação nativa;4;RONDÔNIA
2023/07;Fogo em áreas de desmatamento consolidado;71;ACRE
2023/07;Fogo em áreas de desmatamento consolidado;6;AMAPÁ
2023/07;Fogo em áreas de desmatamento consolidado;618;AMAZONAS
2023/07;Fogo em áreas de desmatamento consolidado;96;MARANHÃO
2023/07;Fogo em áreas de desmatamento consolidado;304;MATO GROSSO
2023/07;Fogo em áreas de desmatamento consolidado;1192;PARÁ
2023/07;Fogo em áreas de desmatamento consolidado;218;RONDÔNIA
2023/07;Fogo em áreas de desmatamento consolidado;4;RORAIMA
2023/07;Fogo em áreas de desmatamento consolidado;25;TOCANTINS
2023/07;Fogo em áreas de desmatamento recente;129;ACRE
2023/07;Fogo em áreas de desmatamento recente;1135;AMAZONAS
2023/07;Fogo em áreas de desmatamento recente;34;MARANHÃO
2023/07;Fogo em áreas de desmatamento recente;560;MATO GROSSO
2023/07;Fogo em áreas de desmatamento recente;686;PARÁ
2023/07;Fogo em áreas de desmatamento recente;206;RONDÔNIA
2023/07;Fogo em áreas de desmatamento recente;1;RORAIMA
2023/07;Fogo em outras áreas;4;AMAZONAS
2023/07;Fogo em outras áreas;2;MARANHÃO
2023/07;Fogo em áreas de vegetação nativa;12;ACRE
2023/07;Fogo em áreas de vegetação nativa;9;AMAPÁ
2023/07;Fogo em áreas de vegetação nativa;190;AMAZONAS
2023/07;Fogo em áreas de vegetação nativa;1;MARANHÃO
2023/07;Fogo em áreas de vegetação nativa;83;MATO GROSSO
2023/07;Fogo em áreas de vegetação nativa;104;PARÁ
2023/07;Fogo em áreas de vegetação nativa;31;RONDÔNIA
2023/07;Fogo em áreas de vegetação nativa;7;RORAIMA
2023/08;Fogo em áreas de desmatamento consolidado;341;ACRE
2023/08;Fogo em áreas de desmatamento consolidado;33;AMAPÁ
2023/08;Fogo em áreas de desmatamento consolidado;1538;AMAZONAS
2023/08;Fogo em áreas de desmatamento consolidado;235;MARANHÃO
2023/08;Fogo em áreas de desmatamento consolidado;472;MATO GROSSO
2023/08;Fogo em áreas de desmatamento consolidado;2758;PARÁ
2023/08;Fogo em áreas de desmatamento consolidado;374;RONDÔNIA
2023/08;Fogo em áreas de desmatamento consolidado;22;RORAIMA
2023/08;Fogo em áreas de desmatamento consolidado;24;TOCANTINS
2023/08;Fogo em áreas de desmatamento recente;924;ACRE
2023/08;Fogo em áreas de desmatamento recente;8;AMAPÁ
2023/08;Fogo em áreas de desmatamento recente;3361;AMAZONAS
2023/08;Fogo em áreas de desmatamento recente;39;MARANHÃO
2023/08;Fogo em áreas de desmatamento recente;953;MATO GROSSO
2023/08;Fogo em áreas de desmatamento recente;3452;PARÁ
2023/08;Fogo em áreas de desmatamento recente;1208;RONDÔNIA
2023/08;Fogo em áreas de desmatamento recente;25;RORAIMA
2023/08;Fogo em áreas de desmatamento recente;2;TOCANTINS
2023/08;Fogo em outras áreas;11;AMAZONAS
2023/08;Fogo em outras áreas;3;PARÁ
2023/08;Fogo em áreas de vegetação nativa;123;ACRE
2023/08;Fogo em áreas de vegetação nativa;28;AMAPÁ
2023/08;Fogo em áreas de vegetação nativa;563;AMAZONAS
2023/08;Fogo em áreas de vegetação nativa;10;MARANHÃO
2023/08;Fogo em áreas de vegetação nativa;233;MATO GROSSO
2023/08;Fogo em áreas de vegetação nativa;489;PARÁ
2023/08;Fogo em áreas de vegetação nativa;126;RONDÔNIA
2023/08;Fogo em áreas de vegetação nativa;31;RORAIMA
2023/09;Fogo em áreas de desmatamento consolidado;683;ACRE
2023/09;Fogo em áreas de desmatamento consolidado;164;AMAPÁ
2023/09;Fogo em áreas de desmatamento consolidado;2076;AMAZONAS
2023/09;Fogo em áreas de desmatamento consolidado;471;MARANHÃO
2023/09;Fogo em áreas de desmatamento consolidado;969;MATO GROSSO
2023/09;Fogo em áreas de desmatamento consolidado;3931;PARÁ
2023/09;Fogo em áreas de desmatamento consolidado;592;RONDÔNIA
2023/09;Fogo em áreas de desmatamento consolidado;42;RORAIMA
2023/09;Fogo em áreas de desmatamento consolidado;56;TOCANTINS
2023/09;Fogo em áreas de desmatamento recente;2105;ACRE
2023/09;Fogo em áreas de desmatamento recente;25;AMAPÁ
2023/09;Fogo em áreas de desmatamento recente;4067;AMAZONAS
2023/09;Fogo em áreas de desmatamento recente;69;MARANHÃO
2023/09;Fogo em áreas de desmatamento recente;1727;MATO GROSSO
2023/09;Fogo em áreas de desmatamento recente;4621;PARÁ
2023/09;Fogo em áreas de desmatamento recente;1637;RONDÔNIA
2023/09;Fogo em áreas de desmatamento recente;60;RORAIMA
2023/09;Fogo em áreas de desmatamento recente;3;TOCANTINS
2023/09;Fogo em outras áreas;13;AMAZONAS
2023/09;Fogo em outras áreas;1;MARANHÃO
2023/09;Fogo em outras áreas;4;PARÁ
2023/09;Fogo em outras áreas;3;RONDÔNIA
2023/09;Fogo em outras áreas;1;RORAIMA
2023/09;Fogo em áreas de vegetação nativa;287;ACRE
2023/09;Fogo em áreas de vegetação nativa;245;AMAPÁ
2023/09;Fogo em áreas de vegetação nativa;835;AMAZONAS
2023/09;Fogo em áreas de vegetação nativa;37;MARANHÃO
2023/09;Fogo em áreas de vegetação nativa;262;MATO GROSSO
2023/09;Fogo em áreas de vegetação nativa;846;PARÁ
2023/09;Fogo em áreas de vegetação nativa;416;RONDÔNIA
2023/09;Fogo em áreas de vegetação nativa;90;RORAIMA
2023/09;Fogo em áreas de vegetação nativa;2;TOCANTINS
2023/10;Fogo em áreas de desmatamento consolidado;344;ACRE
2023/10;Fogo em áreas de desmatamento consolidado;402;AMAPÁ
2023/10;Fogo em áreas de desmatamento consolidado;1289;AMAZONAS
2023/10;Fogo em áreas de desmatamento consolidado;998;MARANHÃO
2023/10;Fogo em áreas de desmatamento consolidado;557;MATO GROSSO
2023/10;Fogo em áreas de desmatamento consolidado;5107;PARÁ
2023/10;Fogo em áreas de desmatamento consolidado;267;RONDÔNIA
2023/10;Fogo em áreas de desmatamento consolidado;78;RORAIMA
2023/10;Fogo em áreas de desmatamento consolidado;70;TOCANTINS
2023/10;Fogo em áreas de desmatamento recente;1195;ACRE
2023/10;Fogo em áreas de desmatamento recente;75;AMAPÁ
2023/10;Fogo em áreas de desmatamento recente;1980;AMAZONAS
2023/10;Fogo em áreas de desmatamento recente;174;MARANHÃO
2023/10;Fogo em áreas de desmatamento recente;579;MATO GROSSO
2023/10;Fogo em áreas de desmatamento recente;5132;PARÁ
2023/10;Fogo em áreas de desmatamento recente;573;RONDÔNIA
2023/10;Fogo em áreas de desmatamento recente;104;RORAIMA
2023/10;Fogo em áreas de desmatamento recente;12;TOCANTINS
2023/10;Fogo em outras áreas;3;AMAPÁ
2023/10;Fogo em outras áreas;31;AMAZONAS
2023/10;Fogo em outras áreas;2;MARANHÃO
2023/10;Fogo em outras áreas;1;MATO GROSSO
2023/10;Fogo em outras áreas;2;PARÁ
2023/10;Fogo em outras áreas;3;RONDÔNIA
2023/10;Fogo em outras áreas;1;RORAIMA
2023/10;Fogo em áreas de vegetação nativa;136;ACRE
2023/10;Fogo em áreas de vegetação nativa;583;AMAPÁ
2023/10;Fogo em áreas de vegetação nativa;558;AMAZONAS
2023/10;Fogo em áreas de vegetação nativa;61;MARANHÃO
2023/10;Fogo em áreas de vegetação nativa;101;MATO GROSSO
2023/10;Fogo em áreas de vegetação nativa;1076;PARÁ
2023/10;Fogo em áreas de vegetação nativa;291;RONDÔNIA
2023/10;Fogo em áreas de vegetação nativa;226;RORAIMA
2023/11;Fogo em áreas de desmatamento consolidado;46;ACRE
2023/11;Fogo em áreas de desmatamento consolidado;165;AMAPÁ
2023/11;Fogo em áreas de desmatamento consolidado;311;AMAZONAS
2023/11;Fogo em áreas de desmatamento consolidado;1301;MARANHÃO
2023/11;Fogo em áreas de desmatamento consolidado;395;MATO GROSSO
2023/11;Fogo em áreas de desmatamento consolidado;3950;PARÁ
2023/11;Fogo em áreas de desmatamento consolidado;185;RONDÔNIA
2023/11;Fogo em áreas de desmatamento consolidado;60;RORAIMA
2023/11;Fogo em áreas de desmatamento consolidado;43;TOCANTINS
2023/11;Fogo em áreas de desmatamento recente;93;ACRE
2023/11;Fogo em áreas de desmatamento recente;31;AMAPÁ
2023/11;Fogo em áreas de desmatamento recente;333;AMAZONAS
2023/11;Fogo em áreas de desmatamento recente;167;MARANHÃO
2023/11;Fogo em áreas de desmatamento recente;372;MATO GROSSO
2023/11;Fogo em áreas de desmatamento recente;3442;PARÁ
2023/11;Fogo em áreas de desmatamento recente;329;RONDÔNIA
2023/11;Fogo em áreas de desmatamento recente;104;RORAIMA
2023/11;Fogo em áreas de desmatamento recente;8;TOCANTINS
2023/11;Fogo em outras áreas;1;AMAPÁ
2023/11;Fogo em outras áreas;17;AMAZONAS
2023/11;Fogo em outras áreas;3;MARANHÃO
2023/11;Fogo em outras áreas;1;MATO GROSSO
2023/11;Fogo em outras áreas;3;PARÁ
2023/11;Fogo em outras áreas;2;RONDÔNIA
2023/11;Fogo em outras áreas;1;RORAIMA
2023/11;Fogo em áreas de vegetação nativa;21;ACRE
2023/11;Fogo em áreas de vegetação nativa;694;AMAPÁ
2023/11;Fogo em áreas de vegetação nativa;136;AMAZONAS
2023/11;Fogo em áreas de vegetação nativa;50;MARANHÃO
2023/11;Fogo em áreas de vegetação nativa;103;MATO GROSSO
2023/11;Fogo em áreas de vegetação nativa;770;PARÁ
2023/11;Fogo em áreas de vegetação nativa;480;RONDÔNIA
2023/11;Fogo em áreas de vegetação nativa;303;RORAIMA
2023/12;Fogo em áreas de desmatamento consolidado;2;ACRE
2023/12;Fogo em áreas de desmatamento consolidado;20;AMAPÁ
2023/12;Fogo em áreas de desmatamento consolidado;64;AMAZONAS
2023/12;Fogo em áreas de desmatamento consolidado;763;MARANHÃO
2023/12;Fogo em áreas de desmatamento consolidado;416;MATO GROSSO
2023/12;Fogo em áreas de desmatamento consolidado;1401;PARÁ
2023/12;Fogo em áreas de desmatamento consolidado;91;RONDÔNIA
2023/12;Fogo em áreas de desmatamento consolidado;77;RORAIMA
2023/12;Fogo em áreas de desmatamento consolidado;23;TOCANTINS
2023/12;Fogo em áreas de desmatamento recente;2;ACRE
2023/12;Fogo em áreas de desmatamento recente;2;AMAPÁ
2023/12;Fogo em áreas de desmatamento recente;53;AMAZONAS
2023/12;Fogo em áreas de desmatamento recente;87;MARANHÃO
2023/12;Fogo em áreas de desmatamento recente;327;MATO GROSSO
2023/12;Fogo em áreas de desmatamento recente;829;PARÁ
2023/12;Fogo em áreas de desmatamento recente;61;RONDÔNIA
2023/12;Fogo em áreas de desmatamento recente;52;RORAIMA
2023/12;Fogo em áreas de desmatamento recente;1;TOCANTINS
2023/12;Fogo em outras áreas;4;AMAZONAS
2023/12;Fogo em outras áreas;1;PARÁ
2023/12;Fogo em áreas de vegetação nativa;43;AMAPÁ
2023/12;Fogo em áreas de vegetação nativa;24;AMAZONAS
2023/12;Fogo em áreas de vegetação nativa;38;MARANHÃO
2023/12;Fogo em áreas de vegetação nativa;39;MATO GROSSO
2023/12;Fogo em áreas de vegetação nativa;164;PARÁ
2023/12;Fogo em áreas de vegetação nativa;22;RONDÔNIA
2023/12;Fogo em áreas de vegetação nativa;108;RORAIMA
2022/01;Fogo em áreas de desmatamento consolidado;6;ACRE
2022/01;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2022/01;Fogo em áreas de desmatamento consolidado;81;AMAZONAS
2022/01;Fogo em áreas de desmatamento consolidado;41;MARANHÃO
2022/01;Fogo em áreas de desmatamento consolidado;311;MATO GROSSO
2022/01;Fogo em áreas de desmatamento consolidado;131;PARÁ
2022/01;Fogo em áreas de desmatamento consolidado;42;RONDÔNIA
2022/01;Fogo em áreas de desmatamento consolidado;95;RORAIMA
2022/01;Fogo em áreas de desmatamento consolidado;1;TOCANTINS
2022/01;Fogo em áreas de desmatamento recente;17;ACRE
2022/01;Fogo em áreas de desmatamento recente;56;AMAZONAS
2022/01;Fogo em áreas de desmatamento recente;1;MARANHÃO
2022/01;Fogo em áreas de desmatamento recente;70;MATO GROSSO
2022/01;Fogo em áreas de desmatamento recente;56;PARÁ
2022/01;Fogo em áreas de desmatamento recente;36;RONDÔNIA
2022/01;Fogo em áreas de desmatamento recente;96;RORAIMA
2022/01;Fogo em outras áreas;1;RORAIMA
2022/01;Fogo em áreas de vegetação nativa;1;ACRE
2022/01;Fogo em áreas de vegetação nativa;7;AMAPÁ
2022/01;Fogo em áreas de vegetação nativa;20;AMAZONAS
2022/01;Fogo em áreas de vegetação nativa;3;MARANHÃO
2022/01;Fogo em áreas de vegetação nativa;5;MATO GROSSO
2022/01;Fogo em áreas de vegetação nativa;11;PARÁ
2022/01;Fogo em áreas de vegetação nativa;1;RONDÔNIA
2022/01;Fogo em áreas de vegetação nativa;178;RORAIMA
2022/02;Fogo em áreas de desmatamento consolidado;3;ACRE
2022/02;Fogo em áreas de desmatamento consolidado;4;AMAZONAS
2022/02;Fogo em áreas de desmatamento consolidado;10;MARANHÃO
2022/02;Fogo em áreas de desmatamento consolidado;312;MATO GROSSO
2022/02;Fogo em áreas de desmatamento consolidado;52;PARÁ
2022/02;Fogo em áreas de desmatamento consolidado;14;RONDÔNIA
2022/02;Fogo em áreas de desmatamento consolidado;39;RORAIMA
2022/02;Fogo em áreas de desmatamento consolidado;3;TOCANTINS
2022/02;Fogo em áreas de desmatamento recente;11;AMAZONAS
2022/02;Fogo em áreas de desmatamento recente;2;MARANHÃO
2022/02;Fogo em áreas de desmatamento recente;23;MATO GROSSO
2022/02;Fogo em áreas de desmatamento recente;8;PARÁ
2022/02;Fogo em áreas de desmatamento recente;1;RONDÔNIA
2022/02;Fogo em áreas de desmatamento recente;22;RORAIMA
2022/02;Fogo em áreas de desmatamento recente;3;TOCANTINS
2022/02;Fogo em áreas de vegetação nativa;1;AMAPÁ
2022/02;Fogo em áreas de vegetação nativa;3;AMAZONAS
2022/02;Fogo em áreas de vegetação nativa;5;PARÁ
2022/02;Fogo em áreas de vegetação nativa;87;RORAIMA
2022/03;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2022/03;Fogo em áreas de desmatamento consolidado;10;AMAZONAS
2022/03;Fogo em áreas de desmatamento consolidado;3;MARANHÃO
2022/03;Fogo em áreas de desmatamento consolidado;340;MATO GROSSO
2022/03;Fogo em áreas de desmatamento consolidado;24;PARÁ
2022/03;Fogo em áreas de desmatamento consolidado;14;RONDÔNIA
2022/03;Fogo em áreas de desmatamento consolidado;37;RORAIMA
2022/03;Fogo em áreas de desmatamento recente;3;AMAZONAS
2022/03;Fogo em áreas de desmatamento recente;27;MATO GROSSO
2022/03;Fogo em áreas de desmatamento recente;3;PARÁ
2022/03;Fogo em áreas de desmatamento recente;1;RONDÔNIA
2022/03;Fogo em áreas de desmatamento recente;18;RORAIMA
2022/03;Fogo em áreas de vegetação nativa;2;AMAZONAS
2022/03;Fogo em áreas de vegetação nativa;9;MATO GROSSO
2022/03;Fogo em áreas de vegetação nativa;5;PARÁ
2022/03;Fogo em áreas de vegetação nativa;26;RORAIMA
2022/04;Fogo em áreas de desmatamento consolidado;4;ACRE
2022/04;Fogo em áreas de desmatamento consolidado;2;AMAPÁ
2022/04;Fogo em áreas de desmatamento consolidado;13;AMAZONAS
2022/04;Fogo em áreas de desmatamento consolidado;164;MATO GROSSO
2022/04;Fogo em áreas de desmatamento consolidado;25;PARÁ
2022/04;Fogo em áreas de desmatamento consolidado;19;RONDÔNIA
2022/04;Fogo em áreas de desmatamento consolidado;1;RORAIMA
2022/04;Fogo em áreas de desmatamento recente;2;ACRE
2022/04;Fogo em áreas de desmatamento recente;2;AMAZONAS
2022/04;Fogo em áreas de desmatamento recente;150;MATO GROSSO
2022/04;Fogo em áreas de desmatamento recente;4;PARÁ
2022/04;Fogo em áreas de desmatamento recente;5;RONDÔNIA
2022/04;Fogo em áreas de desmatamento recente;3;RORAIMA
2022/04;Fogo em áreas de vegetação nativa;24;MATO GROSSO
2022/04;Fogo em áreas de vegetação nativa;1;PARÁ
2022/04;Fogo em áreas de vegetação nativa;3;RORAIMA
2022/05;Fogo em áreas de desmatamento consolidado;11;ACRE
2022/05;Fogo em áreas de desmatamento consolidado;22;AMAZONAS
2022/05;Fogo em áreas de desmatamento consolidado;4;MARANHÃO
2022/05;Fogo em áreas de desmatamento consolidado;769;MATO GROSSO
2022/05;Fogo em áreas de desmatamento consolidado;141;PARÁ
2022/05;Fogo em áreas de desmatamento consolidado;97;RONDÔNIA
2022/05;Fogo em áreas de desmatamento consolidado;3;RORAIMA
2022/05;Fogo em áreas de desmatamento consolidado;11;TOCANTINS
2022/05;Fogo em áreas de desmatamento recente;20;ACRE
2022/05;Fogo em áreas de desmatamento recente;8;AMAZONAS
2022/05;Fogo em áreas de desmatamento recente;9;MARANHÃO
2022/05;Fogo em áreas de desmatamento recente;992;MATO GROSSO
2022/05;Fogo em áreas de desmatamento recente;22;PARÁ
2022/05;Fogo em áreas de desmatamento recente;39;RONDÔNIA
2022/05;Fogo em áreas de desmatamento recente;1;RORAIMA
2022/05;Fogo em áreas de vegetação nativa;2;ACRE
2022/05;Fogo em áreas de vegetação nativa;1;AMAPÁ
2022/05;Fogo em áreas de vegetação nativa;51;AMAZONAS
2022/05;Fogo em áreas de vegetação nativa;1;MARANHÃO
2022/05;Fogo em áreas de vegetação nativa;141;MATO GROSSO
2022/05;Fogo em áreas de vegetação nativa;3;PARÁ
2022/05;Fogo em áreas de vegetação nativa;7;RORAIMA
2022/05;Fogo em áreas de vegetação nativa;1;TOCANTINS
2022/06;Fogo em áreas de desmatamento consolidado;31;ACRE
2022/06;Fogo em áreas de desmatamento consolidado;40;AMAZONAS
2022/06;Fogo em áreas de desmatamento consolidado;38;MARANHÃO
2022/06;Fogo em áreas de desmatamento consolidado;540;MATO GROSSO
2022/06;Fogo em áreas de desmatamento consolidado;347;PARÁ
2022/06;Fogo em áreas de desmatamento consolidado;68;RONDÔNIA
2022/06;Fogo em áreas de desmatamento consolidado;2;RORAIMA
2022/06;Fogo em áreas de desmatamento consolidado;20;TOCANTINS
2022/06;Fogo em áreas de desmatamento recente;38;ACRE
2022/06;Fogo em áreas de desmatamento recente;19;AMAZONAS
2022/06;Fogo em áreas de desmatamento recente;18;MARANHÃO
2022/06;Fogo em áreas de desmatamento recente;982;MATO GROSSO
2022/06;Fogo em áreas de desmatamento recente;121;PARÁ
2022/06;Fogo em áreas de desmatamento recente;31;RONDÔNIA
2022/06;Fogo em áreas de vegetação nativa;2;ACRE
2022/06;Fogo em áreas de vegetação nativa;1;AMAPÁ
2022/06;Fogo em áreas de vegetação nativa;23;AMAZONAS
2022/06;Fogo em áreas de vegetação nativa;1;MARANHÃO
2022/06;Fogo em áreas de vegetação nativa;185;MATO GROSSO
2022/06;Fogo em áreas de vegetação nativa;32;PARÁ
2022/06;Fogo em áreas de vegetação nativa;7;RONDÔNIA
2022/06;Fogo em áreas de vegetação nativa;7;RORAIMA
2022/06;Fogo em áreas de vegetação nativa;1;TOCANTINS
2022/07;Fogo em áreas de desmatamento consolidado;107;ACRE
2022/07;Fogo em áreas de desmatamento consolidado;1;AMAPÁ
2022/07;Fogo em áreas de desmatamento consolidado;369;AMAZONAS
2022/07;Fogo em áreas de desmatamento consolidado;84;MARANHÃO
2022/07;Fogo em áreas de desmatamento consolidado;378;MATO GROSSO
2022/07;Fogo em áreas de desmatamento consolidado;779;PARÁ
2022/07;Fogo em áreas de desmatamento consolidado;195;RONDÔNIA
2022/07;Fogo em áreas de desmatamento consolidado;3;RORAIMA
2022/07;Fogo em áreas de desmatamento consolidado;17;TOCANTINS
2022/07;Fogo em áreas de desmatamento recente;187;ACRE
2022/07;Fogo em áreas de desmatamento recente;897;AMAZONAS
2022/07;Fogo em áreas de desmatamento recente;55;MARANHÃO
2022/07;Fogo em áreas de desmatamento recente;643;MATO GROSSO
2022/07;Fogo em áreas de desmatamento recente;692;PARÁ
2022/07;Fogo em áreas de desmatamento recente;312;RONDÔNIA
2022/07;Fogo em áreas de desmatamento recente;1;RORAIMA
2022/07;Fogo em áreas de desmatamento recente;7;TOCANTINS
2022/07;Fogo em outras áreas;1;AMAZONAS
2022/07;Fogo em áreas de vegetação nativa;19;ACRE
2022/07;Fogo em áreas de vegetação nativa;4;AMAPÁ
2022/07;Fogo em áreas de vegetação nativa;161;AMAZONAS
2022/07;Fogo em áreas de vegetação nativa;2;MARANHÃO
2022/07;Fogo em áreas de vegetação nativa;158;MATO GROSSO
2022/07;Fogo em áreas de vegetação nativa;169;PARÁ
2022/07;Fogo em áreas de vegetação nativa;41;RONDÔNIA
2022/07;Fogo em áreas de vegetação nativa;8;RORAIMA
2022/07;Fogo em áreas de vegetação nativa;1;TOCANTINS
2022/08;Fogo em áreas de desmatamento consolidado;760;ACRE
2022/08;Fogo em áreas de desmatamento consolidado;10;AMAPÁ
2022/08;Fogo em áreas de desmatamento consolidado;2207;AMAZONAS
2022/08;Fogo em áreas de desmatamento consolidado;207;MARANHÃO
2022/08;Fogo em áreas de desmatamento consolidado;1737;MATO GROSSO
2022/08;Fogo em áreas de desmatamento consolidado;5067;PARÁ
2022/08;Fogo em áreas de desmatamento consolidado;941;RONDÔNIA
2022/08;Fogo em áreas de desmatamento consolidado;12;RORAIMA
2022/08;Fogo em áreas de desmatamento consolidado;65;TOCANTINS
2022/08;Fogo em áreas de desmatamento recente;1593;ACRE
2022/08;Fogo em áreas de desmatamento recente;2;AMAPÁ
2022/08;Fogo em áreas de desmatamento recente;5325;AMAZONAS
2022/08;Fogo em áreas de desmatamento recente;65;MARANHÃO
2022/08;Fogo em áreas de desmatamento recente;3458;MATO GROSSO
2022/08;Fogo em áreas de desmatamento recente;6426;PARÁ
2022/08;Fogo em áreas de desmatamento recente;2390;RONDÔNIA
2022/08;Fogo em áreas de desmatamento recente;10;RORAIMA
2022/08;Fogo em áreas de desmatamento recente;2;TOCANTINS
2022/08;Fogo em outras áreas;1;ACRE
2022/08;Fogo em outras áreas;4;AMAZONAS
2022/08;Fogo em outras áreas;2;MARANHÃO
2022/08;Fogo em outras áreas;3;MATO GROSSO
2022/08;Fogo em outras áreas;1;RONDÔNIA
2022/08;Fogo em áreas de vegetação nativa;280;ACRE
2022/08;Fogo em áreas de vegetação nativa;25;AMAPÁ
2022/08;Fogo em áreas de vegetação nativa;580;AMAZONAS
2022/08;Fogo em áreas de vegetação nativa;11;MARANHÃO
2022/08;Fogo em áreas de vegetação nativa;753;MATO GROSSO
2022/08;Fogo em áreas de vegetação nativa;861;PARÁ
2022/08;Fogo em áreas de vegetação nativa;173;RONDÔNIA
2022/08;Fogo em áreas de vegetação nativa;18;RORAIMA
2022/08;Fogo em áreas de vegetação nativa;8;TOCANTINS
2022/09;Fogo em áreas de desmatamento consolidado;1966;ACRE
2022/09;Fogo em áreas de desmatamento consolidado;73;AMAPÁ
2022/09;Fogo em áreas de desmatamento consolidado;2859;AMAZONAS
2022/09;Fogo em áreas de desmatamento consolidado;431;MARANHÃO
2022/09;Fogo em áreas de desmatamento consolidado;2667;MATO GROSSO
2022/09;Fogo em áreas de desmatamento consolidado;5672;PARÁ
